,Product ID,Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Air temperature [C],Process temperature [C]
2235,M17095,M,1455.0,42.7,183.0,0,26.399999999999977,
2236,M17096,M,1422.0,43.1,,0,26.30000000000001,35.5
2237,L49417,L,1403.0,50.6,189.0,0,26.30000000000001,35.60000000000002
2238,L49418,L,1474.0,49.6,,0,26.30000000000001,35.60000000000002
2239,L49419,L,1381.0,50.0,193.0,0,26.19999999999999,35.60000000000002
2240,L49420,L,1457.0,44.7,195.0,0,26.19999999999999,35.5
2241,,L,,28.9,197.0,0,26.19999999999999,
2242,L49422,L,1667.0,29.0,,0,26.19999999999999,35.39999999999998
2243,L49423,L,1465.0,35.0,201.0,0,26.19999999999999,35.39999999999998
2244,M17104,M,1542.0,37.5,203.0,1,26.30000000000001,35.39999999999998
2245,M17105,M,1438.0,42.3,0.0,0,26.30000000000001,35.39999999999998
2246,L49426,L,1406.0,47.4,,0,26.30000000000001,
2247,M17107,M,1396.0,48.5,5.0,0,26.19999999999999,35.39999999999998
2248,M17108,M,1304.0,60.6,8.0,0,26.30000000000001,35.5
2249,L49429,L,1442.0,46.5,11.0,0,26.19999999999999,35.5
2250,M17110,M,1396.0,48.7,,0,26.19999999999999,35.39999999999998
2251,H31665,H,1424.0,43.4,16.0,0,26.100000000000023,35.30000000000001
2252,,H,1451.0,42.8,21.0,0,26.100000000000023,35.30000000000001
2253,L49433,L,1386.0,54.1,26.0,0,26.19999999999999,35.39999999999998
2254,L49434,L,1325.0,46.9,28.0,0,26.100000000000023,35.30000000000001
2255,L49435,L,1559.0,33.7,30.0,0,26.100000000000023,35.30000000000001
2256,L49436,L,1489.0,38.1,32.0,0,26.100000000000023,35.30000000000001
2257,L49437,L,1892.0,25.2,34.0,0,26.100000000000023,35.30000000000001
2258,L49438,L,1319.0,60.3,36.0,0,26.100000000000023,35.19999999999999
2259,L49439,L,1431.0,52.3,38.0,0,26.100000000000023,35.30000000000001
2260,H31674,H,1521.0,36.5,40.0,0,26.100000000000023,35.30000000000001
2261,M17121,M,1435.0,45.2,45.0,0,26.100000000000023,35.19999999999999
2262,L49442,L,1533.0,42.4,48.0,0,26.100000000000023,35.30000000000001
2263,M17123,M,1529.0,43.0,50.0,0,26.19999999999999,35.39999999999998
2264,M17124,M,1415.0,43.5,53.0,0,26.19999999999999,35.39999999999998
2265,M17125,M,1330.0,51.2,56.0,0,26.19999999999999,35.39999999999998
2266,L49446,L,1381.0,60.6,59.0,0,26.19999999999999,35.5
2267,L49447,L,1370.0,52.4,61.0,0,26.19999999999999,35.5
2268,L49448,L,1438.0,46.6,63.0,0,26.19999999999999,35.5
2269,L49449,L,1314.0,48.2,65.0,0,26.30000000000001,35.60000000000002
2270,L49450,L,1437.0,48.1,67.0,0,26.30000000000001,35.60000000000002
2271,L49451,L,1821.0,26.1,69.0,0,26.19999999999999,35.5
2272,M17132,M,1448.0,52.1,71.0,0,26.30000000000001,35.60000000000002
2273,L49453,L,1589.0,32.7,74.0,0,26.30000000000001,35.5
2274,L49454,L,1520.0,33.7,76.0,0,26.30000000000001,
2275,L49455,L,1605.0,37.0,78.0,0,26.30000000000001,35.60000000000002
2276,L49456,L,,54.2,80.0,0,26.30000000000001,35.69999999999999
2277,H31691,H,1408.0,44.4,82.0,0,26.30000000000001,35.69999999999999
2278,,M,1459.0,35.6,87.0,0,26.30000000000001,35.69999999999999
2279,L49459,L,1525.0,39.0,90.0,0,26.399999999999977,35.69999999999999
2280,L49460,L,1390.0,57.0,92.0,0,26.399999999999977,35.80000000000001
2281,L49461,L,1536.0,38.9,,0,26.30000000000001,35.69999999999999
2282,L49462,L,1459.0,47.6,96.0,0,26.399999999999977,35.69999999999999
2283,L49463,L,1387.0,51.1,98.0,0,26.19999999999999,35.5
2284,L49464,L,1378.0,53.4,100.0,0,26.19999999999999,35.5
2285,L49465,L,1381.0,56.7,102.0,0,26.399999999999977,35.69999999999999
2286,M17146,M,1289.0,60.5,104.0,0,26.399999999999977,35.69999999999999
2287,L49467,L,1746.0,26.8,107.0,0,26.399999999999977,35.60000000000002
2288,M17148,M,1541.0,39.1,109.0,0,26.399999999999977,35.60000000000002
2289,L49469,L,1504.0,37.8,112.0,0,26.399999999999977,35.69999999999999
2290,M17150,M,1321.0,51.9,114.0,0,26.5,
2291,M17151,M,1886.0,20.9,117.0,0,26.5,
2292,L49472,L,1422.0,53.2,120.0,0,26.600000000000023,35.89999999999998
2293,L49473,L,1520.0,38.3,122.0,0,26.5,35.89999999999998
2294,L49474,L,1627.0,32.6,124.0,0,26.399999999999977,35.80000000000001
2295,L49475,L,,37.2,126.0,0,26.399999999999977,35.69999999999999
2296,L49476,L,1553.0,42.7,128.0,0,26.399999999999977,35.69999999999999
2297,L49477,L,1802.0,26.0,130.0,0,26.30000000000001,35.69999999999999
2298,L49478,L,1482.0,37.6,132.0,0,26.30000000000001,35.60000000000002
2299,L49479,L,1446.0,62.9,134.0,1,26.399999999999977,35.69999999999999
2300,L49480,L,1371.0,50.5,136.0,0,26.30000000000001,35.60000000000002
2301,M17161,M,1586.0,35.7,138.0,0,26.19999999999999,35.60000000000002
2302,L49482,L,1515.0,39.8,141.0,0,26.19999999999999,35.5
2303,L49483,L,1374.0,53.6,143.0,0,26.19999999999999,35.5
2304,L49484,L,1455.0,39.8,145.0,0,26.100000000000023,35.5
2305,H31719,H,1342.0,47.5,147.0,0,26.19999999999999,35.5
2306,L49486,L,1260.0,57.8,152.0,0,26.100000000000023,35.60000000000002
2307,H31721,H,1623.0,33.5,154.0,0,26.0,35.5
2308,L49488,L,1371.0,55.5,159.0,0,26.100000000000023,35.5
2309,L49489,L,1611.0,31.4,161.0,0,26.100000000000023,35.60000000000002
2310,M17170,M,1535.0,47.5,,0,26.0,35.39999999999998
2311,M17171,M,1491.0,38.5,166.0,0,26.100000000000023,35.60000000000002
2312,M17172,M,1441.0,36.2,169.0,0,26.100000000000023,35.60000000000002
2313,M17173,M,1725.0,26.6,172.0,0,26.100000000000023,35.80000000000001
2314,L49494,L,1368.0,47.2,175.0,0,26.19999999999999,35.89999999999998
2315,L49495,L,1526.0,37.9,177.0,0,26.19999999999999,35.89999999999998
2316,L49496,L,1542.0,39.2,179.0,0,26.19999999999999,35.80000000000001
2317,L49497,L,1605.0,31.1,181.0,0,26.19999999999999,35.80000000000001
2318,L49498,L,1405.0,51.4,183.0,0,26.19999999999999,35.80000000000001
2319,M17179,M,1700.0,33.5,185.0,0,26.19999999999999,35.80000000000001
2320,H31734,H,1440.0,39.1,,0,26.19999999999999,35.80000000000001
2321,M17181,M,1314.0,52.5,,0,26.19999999999999,35.80000000000001
2322,,L,1514.0,41.9,196.0,0,26.19999999999999,35.69999999999999
2323,M17183,M,1401.0,47.0,198.0,0,26.19999999999999,35.69999999999999
2324,L49504,L,1636.0,29.9,201.0,0,26.30000000000001,35.80000000000001
2325,L49505,L,1603.0,33.9,203.0,0,26.30000000000001,35.80000000000001
2326,M17186,M,1487.0,52.6,205.0,0,26.399999999999977,35.69999999999999
2327,M17187,M,1420.0,50.3,208.0,0,26.30000000000001,35.69999999999999
2328,L49508,L,1579.0,36.3,211.0,0,26.30000000000001,35.69999999999999
2329,L49509,L,1484.0,40.5,,0,26.30000000000001,35.69999999999999
2330,M17190,M,1390.0,49.3,215.0,0,26.30000000000001,35.69999999999999
2331,L49511,L,1384.0,53.6,218.0,1,26.30000000000001,35.60000000000002
2332,L49512,L,1378.0,50.4,220.0,1,26.19999999999999,35.5
2333,L49513,L,1445.0,45.2,222.0,0,26.19999999999999,35.5
2334,L49514,L,1445.0,43.5,224.0,0,26.19999999999999,35.39999999999998
2335,L49515,L,1509.0,39.4,,0,26.19999999999999,35.39999999999998
2336,L49516,L,1434.0,46.8,2.0,0,26.19999999999999,35.39999999999998
2337,L49517,L,1877.0,23.9,4.0,0,26.19999999999999,35.39999999999998
2338,L49518,L,1651.0,28.0,6.0,0,26.30000000000001,35.30000000000001
2339,,L,1466.0,41.3,8.0,0,26.19999999999999,35.19999999999999
2340,L49520,L,1479.0,40.7,10.0,0,26.100000000000023,35.10000000000002
2341,L49521,L,1409.0,46.4,12.0,0,26.100000000000023,35.19999999999999
2342,M17202,M,1674.0,28.2,14.0,0,26.19999999999999,
2343,L49523,L,1305.0,61.4,17.0,0,26.100000000000023,35.30000000000001
2344,,M,1755.0,26.4,19.0,0,26.19999999999999,35.30000000000001
2345,L49525,L,1475.0,38.7,22.0,0,26.19999999999999,35.39999999999998
2346,L49526,L,1402.0,47.7,24.0,0,26.19999999999999,35.39999999999998
2347,L49527,L,,43.0,26.0,0,26.19999999999999,
2348,L49528,L,1436.0,41.8,28.0,0,26.19999999999999,35.39999999999998
2349,M17209,M,1386.0,42.2,30.0,0,26.30000000000001,35.5
2350,L49530,L,1744.0,26.4,33.0,0,26.30000000000001,35.60000000000002
2351,,L,1393.0,48.4,35.0,0,26.19999999999999,35.39999999999998
2352,M17212,M,1422.0,45.4,37.0,0,26.30000000000001,35.5
2353,L49533,L,1841.0,22.8,40.0,0,26.19999999999999,
2354,L49534,L,1433.0,37.7,,0,26.30000000000001,35.60000000000002
2355,M17215,M,1305.0,60.6,44.0,0,26.30000000000001,35.5
2356,H31770,H,1498.0,39.5,47.0,0,26.30000000000001,35.60000000000002
2357,L49537,L,1772.0,26.1,52.0,0,26.30000000000001,35.5
2358,M17218,M,1381.0,42.5,54.0,0,26.19999999999999,35.39999999999998
2359,L49539,L,1413.0,38.5,57.0,0,26.30000000000001,35.5
2360,H31774,H,1388.0,53.2,,0,26.19999999999999,35.39999999999998
2361,M17221,M,1631.0,35.4,,0,26.19999999999999,35.60000000000002
2362,H31776,H,1520.0,41.4,67.0,0,26.30000000000001,35.60000000000002
2363,L49543,L,1510.0,45.4,72.0,0,26.30000000000001,
2364,L49544,L,,49.7,74.0,0,26.19999999999999,35.5
2365,L49545,L,1845.0,22.9,,0,26.399999999999977,35.5
2366,L49546,L,1485.0,44.7,78.0,0,26.30000000000001,35.5
2367,M17227,M,1496.0,39.4,80.0,0,26.30000000000001,35.5
2368,M17228,M,1468.0,42.2,,0,26.30000000000001,35.39999999999998
2369,M17229,M,1856.0,22.7,86.0,0,26.19999999999999,35.39999999999998
2370,L49550,L,1620.0,34.1,89.0,0,26.19999999999999,35.39999999999998
2371,L49551,L,1409.0,44.8,91.0,0,26.30000000000001,35.5
2372,M17232,M,1404.0,49.4,93.0,0,26.30000000000001,35.5
2373,L49553,L,1350.0,51.3,96.0,0,26.19999999999999,35.39999999999998
2374,M17234,M,1538.0,38.0,98.0,0,26.19999999999999,35.39999999999998
2375,M17235,M,1476.0,32.7,101.0,0,26.19999999999999,35.39999999999998
2376,M17236,M,1364.0,51.8,104.0,0,26.19999999999999,35.30000000000001
2377,M17237,M,1582.0,45.5,107.0,0,26.19999999999999,35.30000000000001
2378,L49558,L,1348.0,56.1,110.0,0,26.100000000000023,35.19999999999999
2379,H31793,H,1450.0,46.1,112.0,0,26.100000000000023,35.19999999999999
2380,L49560,L,1242.0,60.9,117.0,0,26.0,35.10000000000002
2381,L49561,L,1493.0,34.9,119.0,0,26.100000000000023,
2382,L49562,L,1601.0,31.4,,0,26.100000000000023,35.30000000000001
2383,L49563,L,1568.0,33.3,123.0,0,26.100000000000023,35.19999999999999
2384,M17244,M,1506.0,38.0,125.0,0,26.100000000000023,35.30000000000001
2385,L49565,L,1524.0,34.1,128.0,0,26.100000000000023,35.30000000000001
2386,L49566,L,1543.0,37.9,130.0,0,26.100000000000023,35.39999999999998
2387,M17247,M,1474.0,47.2,132.0,0,26.19999999999999,35.5
2388,M17248,M,1526.0,37.3,135.0,0,26.19999999999999,35.5
2389,L49569,L,1867.0,27.0,138.0,0,26.19999999999999,35.5
2390,L49570,L,1487.0,41.2,140.0,0,26.19999999999999,35.5
2391,L49571,L,1580.0,32.6,142.0,0,26.19999999999999,35.39999999999998
2392,L49572,L,1340.0,50.0,144.0,0,26.19999999999999,35.5
2393,L49573,L,1544.0,41.6,146.0,0,26.19999999999999,35.5
2394,L49574,L,1488.0,40.3,148.0,0,26.19999999999999,35.5
2395,M17255,M,1742.0,28.9,150.0,0,26.19999999999999,35.5
2396,M17256,M,1592.0,34.2,,0,26.100000000000023,35.5
2397,L49577,L,1582.0,38.8,,0,26.19999999999999,35.60000000000002
2398,L49578,L,,43.2,158.0,0,26.19999999999999,35.5
2399,M17259,M,1594.0,35.8,160.0,0,26.19999999999999,35.5
2400,H31814,H,1462.0,55.0,,0,26.19999999999999,35.60000000000002
2401,M17261,M,1367.0,47.6,168.0,0,26.19999999999999,35.60000000000002
2402,L49582,L,1325.0,51.0,171.0,0,26.19999999999999,35.69999999999999
2403,H31817,H,1448.0,51.4,173.0,0,26.19999999999999,35.69999999999999
2404,M17264,M,2008.0,20.3,178.0,0,26.100000000000023,35.69999999999999
2405,L49585,L,1498.0,38.9,181.0,0,26.100000000000023,35.69999999999999
2406,L49586,L,1437.0,41.6,183.0,0,26.100000000000023,35.60000000000002
2407,M17267,M,1499.0,45.1,185.0,0,26.100000000000023,35.60000000000002
2408,L49588,L,1356.0,52.6,188.0,0,26.0,35.39999999999998
2409,L49589,L,1539.0,46.8,,0,26.100000000000023,35.5
2410,L49590,L,1689.0,32.1,,0,26.100000000000023,35.5
2411,L49591,L,1559.0,38.1,194.0,0,26.0,35.5
2412,L49592,L,1408.0,46.7,196.0,0,26.100000000000023,35.60000000000002
2413,L49593,L,1886.0,23.0,198.0,0,26.0,35.5
2414,L49594,L,1415.0,43.4,0.0,0,26.100000000000023,35.5
2415,M17275,M,1587.0,35.6,2.0,0,26.100000000000023,35.5
2416,L49596,L,1571.0,38.6,5.0,0,26.0,35.39999999999998
2417,L49597,L,1576.0,36.6,7.0,0,25.899999999999977,35.30000000000001
2418,,L,1660.0,34.4,9.0,0,25.899999999999977,35.30000000000001
2419,M17279,M,1328.0,49.2,11.0,0,25.899999999999977,35.19999999999999
2420,H31834,H,1450.0,44.7,14.0,0,25.80000000000001,35.19999999999999
2421,L49601,L,2384.0,15.0,19.0,0,25.899999999999977,35.19999999999999
2422,L49602,L,1443.0,53.4,21.0,0,25.80000000000001,35.19999999999999
2423,,M,2022.0,20.0,23.0,0,25.899999999999977,35.19999999999999
2424,L49604,L,1828.0,23.8,26.0,0,25.899999999999977,35.19999999999999
2425,L49605,L,1472.0,53.5,28.0,0,25.80000000000001,35.10000000000002
2426,M17286,M,1372.0,63.6,30.0,1,25.899999999999977,
2427,L49607,L,1855.0,23.8,33.0,0,25.899999999999977,35.30000000000001
2428,M17288,M,1377.0,47.2,35.0,0,26.0,35.30000000000001
2429,L49609,L,,48.9,38.0,0,25.899999999999977,35.30000000000001
2430,M17290,M,1335.0,47.8,40.0,0,25.899999999999977,
2431,M17291,M,,51.3,43.0,0,25.899999999999977,35.19999999999999
2432,L49612,L,,43.5,46.0,0,25.899999999999977,35.19999999999999
2433,L49613,L,1441.0,44.0,48.0,0,26.0,35.30000000000001
2434,M17294,M,1358.0,42.7,50.0,0,26.0,35.19999999999999
2435,L49615,L,1686.0,30.4,53.0,0,25.899999999999977,35.19999999999999
2436,H31850,H,1662.0,30.4,55.0,0,26.0,35.19999999999999
2437,,L,1426.0,40.1,60.0,0,26.100000000000023,35.30000000000001
2438,M17298,M,1330.0,53.6,62.0,0,26.100000000000023,35.39999999999998
2439,L49619,L,,31.6,65.0,0,26.100000000000023,35.39999999999998
2440,L49620,L,1426.0,47.9,67.0,0,26.100000000000023,35.39999999999998
2441,L49621,L,1676.0,31.0,69.0,0,26.100000000000023,35.5
2442,M17302,M,1332.0,51.7,71.0,0,26.100000000000023,35.39999999999998
2443,L49623,L,1647.0,35.0,74.0,0,26.100000000000023,35.5
2444,L49624,L,1267.0,68.2,76.0,1,26.19999999999999,35.60000000000002
2445,H31859,H,1375.0,55.1,78.0,0,26.19999999999999,35.69999999999999
2446,L49626,L,1422.0,48.9,83.0,0,26.30000000000001,35.60000000000002
2447,L49627,L,1408.0,48.7,85.0,0,26.30000000000001,35.69999999999999
2448,L49628,L,1440.0,42.5,87.0,0,26.399999999999977,35.89999999999998
2449,L49629,L,1772.0,25.2,89.0,0,26.30000000000001,35.80000000000001
2450,L49630,L,1492.0,37.8,91.0,0,26.19999999999999,35.69999999999999
2451,L49631,L,1650.0,30.5,93.0,0,26.19999999999999,35.69999999999999
2452,M17312,M,2329.0,14.6,95.0,0,26.100000000000023,35.60000000000002
2453,L49633,L,1648.0,30.8,,0,26.0,35.60000000000002
2454,L49634,L,1653.0,31.7,,0,26.0,35.60000000000002
2455,L49635,L,1946.0,22.3,102.0,0,26.0,35.60000000000002
2456,L49636,L,1555.0,36.6,104.0,0,26.100000000000023,35.60000000000002
2457,L49637,L,1661.0,32.2,106.0,0,26.0,35.60000000000002
2458,L49638,L,1434.0,45.9,108.0,0,26.0,35.60000000000002
2459,L49639,L,1297.0,54.2,110.0,0,26.0,35.60000000000002
2460,L49640,L,1466.0,46.4,112.0,0,26.0,35.60000000000002
2461,M17321,M,1517.0,39.8,114.0,0,25.899999999999977,35.60000000000002
2462,L49642,L,1742.0,34.5,117.0,0,25.899999999999977,35.5
2463,L49643,L,1580.0,39.1,119.0,0,25.899999999999977,35.5
2464,M17324,M,1534.0,42.9,121.0,0,25.899999999999977,35.5
2465,L49645,L,1481.0,40.7,124.0,0,25.899999999999977,35.60000000000002
2466,L49646,L,1429.0,37.7,126.0,0,26.0,35.60000000000002
2467,M17327,M,1574.0,33.5,128.0,0,25.899999999999977,35.60000000000002
2468,M17328,M,1524.0,40.4,131.0,0,25.899999999999977,35.60000000000002
2469,L49649,L,1507.0,37.5,134.0,0,26.0,35.69999999999999
2470,L49650,L,1467.0,44.7,136.0,0,25.899999999999977,35.5
2471,L49651,L,1301.0,51.1,138.0,0,25.899999999999977,35.39999999999998
2472,L49652,L,1429.0,55.1,140.0,0,25.899999999999977,35.5
2473,M17333,M,1555.0,37.6,142.0,0,25.899999999999977,35.5
2474,L49654,L,1503.0,40.6,,0,25.899999999999977,35.5
2475,L49655,L,1459.0,43.1,147.0,0,25.899999999999977,35.5
2476,H31890,H,1449.0,42.4,149.0,0,25.899999999999977,35.39999999999998
2477,L49657,L,1387.0,57.3,154.0,0,25.899999999999977,35.5
2478,M17338,M,1456.0,50.0,156.0,0,25.899999999999977,35.5
2479,L49659,L,1604.0,34.7,159.0,0,26.0,35.5
2480,L49660,L,1734.0,32.4,161.0,0,26.0,35.60000000000002
2481,L49661,L,1378.0,47.8,163.0,0,26.0,35.60000000000002
2482,L49662,L,1504.0,41.8,,0,25.899999999999977,35.69999999999999
2483,M17343,M,1402.0,49.8,,0,25.899999999999977,35.69999999999999
2484,H31898,H,1524.0,37.7,170.0,0,25.80000000000001,35.60000000000002
2485,L49665,L,1593.0,35.5,175.0,0,25.80000000000001,35.60000000000002
2486,M17346,M,1772.0,28.4,177.0,0,25.899999999999977,35.69999999999999
2487,H31901,H,,31.0,180.0,0,25.899999999999977,35.60000000000002
2488,L49668,L,1356.0,50.7,185.0,0,25.899999999999977,35.69999999999999
2489,H31903,H,1500.0,41.6,187.0,0,25.899999999999977,35.69999999999999
2490,H31904,H,1566.0,46.6,192.0,0,26.100000000000023,35.80000000000001
2491,L49671,L,1445.0,43.4,197.0,0,26.100000000000023,35.89999999999998
2492,H31906,H,1382.0,58.5,199.0,0,26.0,35.80000000000001
2493,M17353,M,1418.0,45.7,204.0,0,26.0,35.80000000000001
2494,L49674,L,1329.0,53.6,207.0,1,26.100000000000023,35.80000000000001
2495,M17355,M,1491.0,41.0,209.0,0,26.100000000000023,35.80000000000001
2496,M17356,M,1573.0,37.4,212.0,0,26.19999999999999,35.89999999999998
2497,M17357,M,1521.0,42.3,215.0,0,26.19999999999999,35.89999999999998
2498,L49678,L,1467.0,47.2,218.0,0,26.100000000000023,35.89999999999998
2499,M17359,M,1325.0,48.4,220.0,0,26.100000000000023,35.89999999999998
2500,L49680,L,1617.0,32.3,,0,26.100000000000023,35.89999999999998
2501,M17361,M,,42.7,225.0,0,26.100000000000023,35.89999999999998
2502,L49682,L,1515.0,48.9,228.0,1,26.19999999999999,36.0
2503,L49683,L,1408.0,47.2,0.0,0,26.19999999999999,36.0
2504,L49684,L,1468.0,45.6,2.0,0,26.19999999999999,36.10000000000002
2505,L49685,L,1387.0,48.7,4.0,0,26.19999999999999,36.10000000000002
2506,M17366,M,1503.0,34.7,6.0,0,26.19999999999999,36.10000000000002
2507,H31921,H,1410.0,47.1,9.0,0,26.19999999999999,36.10000000000002
2508,L49688,L,1615.0,30.6,14.0,0,26.0,35.89999999999998
2509,L49689,L,1511.0,35.9,16.0,0,26.0,35.89999999999998
2510,L49690,L,1405.0,53.8,18.0,0,26.100000000000023,36.0
2511,M17371,M,1526.0,41.1,20.0,0,26.0,35.89999999999998
2512,L49692,L,1530.0,38.3,23.0,0,25.899999999999977,35.80000000000001
2513,L49693,L,1583.0,32.5,25.0,0,26.0,35.69999999999999
2514,L49694,L,2069.0,18.7,,0,25.899999999999977,35.60000000000002
2515,L49695,L,1490.0,35.0,29.0,0,25.80000000000001,35.5
2516,L49696,L,1736.0,29.0,31.0,0,25.80000000000001,35.5
2517,L49697,L,1395.0,44.4,33.0,0,25.80000000000001,35.5
2518,M17378,M,1425.0,49.6,,0,25.899999999999977,35.60000000000002
2519,L49699,L,1631.0,32.4,38.0,0,25.80000000000001,35.60000000000002
2520,L49700,L,1535.0,41.2,40.0,0,25.80000000000001,35.60000000000002
2521,,L,1584.0,34.4,42.0,0,25.80000000000001,35.60000000000002
2522,M17382,M,1543.0,38.2,44.0,0,25.80000000000001,35.69999999999999
2523,L49703,L,1635.0,35.2,47.0,0,25.80000000000001,35.69999999999999
2524,M17384,M,1446.0,45.5,49.0,0,25.80000000000001,35.69999999999999
2525,M17385,M,1598.0,35.1,52.0,0,25.80000000000001,35.60000000000002
2526,L49706,L,1501.0,35.0,55.0,0,25.80000000000001,35.60000000000002
2527,L49707,L,1450.0,50.8,57.0,0,25.80000000000001,35.5
2528,L49708,L,1730.0,25.9,59.0,0,25.80000000000001,
2529,M17389,M,1571.0,33.7,61.0,0,25.80000000000001,35.60000000000002
2530,L49710,L,1438.0,51.7,64.0,0,25.899999999999977,35.69999999999999
2531,M17391,M,1510.0,38.7,66.0,0,25.80000000000001,35.5
2532,L49712,L,1389.0,44.9,69.0,0,25.899999999999977,35.69999999999999
2533,L49713,L,1490.0,33.6,,0,25.80000000000001,35.69999999999999
2534,L49714,L,1729.0,26.6,73.0,0,25.899999999999977,35.69999999999999
2535,L49715,L,1495.0,38.4,75.0,0,26.0,35.80000000000001
2536,L49716,L,1281.0,53.9,77.0,0,25.899999999999977,35.80000000000001
2537,H31951,H,1353.0,48.1,79.0,0,25.899999999999977,35.69999999999999
2538,L49718,L,1429.0,50.1,84.0,0,26.100000000000023,35.80000000000001
2539,L49719,L,1413.0,42.1,86.0,0,26.100000000000023,35.80000000000001
2540,L49720,L,1502.0,38.3,88.0,0,26.100000000000023,35.80000000000001
2541,H31955,H,1553.0,32.6,90.0,0,26.100000000000023,35.80000000000001
2542,H31956,H,1712.0,26.4,95.0,0,26.19999999999999,35.89999999999998
2543,L49723,L,1786.0,23.5,100.0,0,26.30000000000001,36.0
2544,L49724,L,1951.0,21.4,102.0,0,26.19999999999999,36.0
2545,M17405,M,1541.0,36.3,104.0,0,26.19999999999999,36.0
2546,,L,1605.0,34.3,107.0,0,26.19999999999999,36.10000000000002
2547,L49727,L,1578.0,38.1,109.0,0,26.19999999999999,36.10000000000002
2548,M17408,M,1440.0,37.5,111.0,0,26.30000000000001,36.19999999999999
2549,L49729,L,1489.0,42.3,114.0,0,26.399999999999977,36.19999999999999
2550,L49730,L,1366.0,48.4,116.0,0,26.399999999999977,36.30000000000001
2551,L49731,L,1541.0,37.2,118.0,0,26.30000000000001,36.19999999999999
2552,H31966,H,1552.0,40.7,120.0,0,26.30000000000001,36.10000000000002
2553,L49733,L,1473.0,40.3,125.0,0,26.30000000000001,36.10000000000002
2554,L49734,L,1531.0,37.9,127.0,0,26.30000000000001,36.10000000000002
2555,L49735,L,1511.0,37.2,129.0,0,26.30000000000001,36.19999999999999
2556,M17416,M,1449.0,47.9,131.0,0,26.30000000000001,36.10000000000002
2557,M17417,M,1440.0,50.0,,0,26.399999999999977,36.10000000000002
2558,M17418,M,1881.0,23.9,137.0,0,26.19999999999999,36.0
2559,L49739,L,1447.0,50.4,140.0,0,26.30000000000001,36.0
2560,M17420,M,1326.0,62.0,142.0,0,26.399999999999977,36.10000000000002
2561,,L,1607.0,31.7,145.0,0,26.399999999999977,36.19999999999999
2562,L49742,L,1551.0,39.1,147.0,0,26.30000000000001,36.10000000000002
2563,L49743,L,1496.0,37.2,149.0,0,26.30000000000001,36.10000000000002
2564,L49744,L,1493.0,38.0,151.0,0,26.30000000000001,36.10000000000002
2565,L49745,L,1304.0,50.5,153.0,0,26.399999999999977,36.10000000000002
2566,M17426,M,1420.0,41.6,155.0,0,26.30000000000001,36.0
2567,L49747,L,1766.0,24.6,158.0,0,26.399999999999977,36.10000000000002
2568,L49748,L,1450.0,43.1,160.0,0,26.600000000000023,36.19999999999999
2569,H31983,H,1872.0,22.6,,0,26.5,36.19999999999999
2570,L49750,L,1713.0,26.5,167.0,0,26.600000000000023,36.19999999999999
2571,M17431,M,1497.0,40.9,169.0,0,26.5,36.19999999999999
2572,M17432,M,1352.0,44.7,172.0,0,26.399999999999977,36.10000000000002
2573,L49753,L,1499.0,41.5,,0,26.5,36.19999999999999
2574,L49754,L,1972.0,19.3,177.0,0,26.5,36.30000000000001
2575,L49755,L,1422.0,49.2,179.0,0,26.5,36.30000000000001
2576,L49756,L,1523.0,41.5,181.0,0,26.5,36.30000000000001
2577,L49757,L,,41.5,183.0,0,26.5,36.39999999999998
2578,L49758,L,1391.0,46.6,185.0,0,26.399999999999977,36.30000000000001
2579,L49759,L,1795.0,24.7,187.0,0,26.30000000000001,36.10000000000002
2580,L49760,L,1293.0,53.7,189.0,0,26.30000000000001,36.10000000000002
2581,L49761,L,1345.0,60.7,,1,26.19999999999999,36.10000000000002
2582,L49762,L,1615.0,33.7,193.0,0,26.19999999999999,36.0
2583,L49763,L,,50.8,195.0,0,26.19999999999999,35.89999999999998
2584,L49764,L,1502.0,46.7,197.0,0,26.100000000000023,35.80000000000001
2585,M17445,M,1620.0,35.4,199.0,0,26.0,35.69999999999999
2586,L49766,L,1537.0,42.8,202.0,0,26.0,35.69999999999999
2587,L49767,L,2248.0,16.8,204.0,0,26.0,35.69999999999999
2588,,L,1706.0,28.6,,0,26.0,35.69999999999999
2589,L49769,L,2250.0,16.6,208.0,0,26.0,35.69999999999999
2590,L49770,L,1396.0,48.6,0.0,0,26.0,35.69999999999999
2591,L49771,L,1522.0,46.4,2.0,0,25.899999999999977,35.60000000000002
2592,L49772,L,1539.0,45.4,4.0,0,25.899999999999977,35.60000000000002
2593,H32007,H,1415.0,54.0,6.0,0,25.899999999999977,35.5
2594,,L,1446.0,37.0,11.0,0,25.80000000000001,35.5
2595,M17455,M,1486.0,41.1,13.0,0,25.80000000000001,35.60000000000002
2596,L49776,L,1426.0,38.6,,0,26.0,35.69999999999999
2597,L49777,L,1449.0,38.9,18.0,0,26.0,35.69999999999999
2598,L49778,L,1320.0,67.5,20.0,1,26.100000000000023,35.80000000000001
2599,M17459,M,1447.0,39.6,22.0,0,26.19999999999999,35.89999999999998
2600,L49780,L,1422.0,47.3,25.0,0,26.30000000000001,36.0
2601,,L,1399.0,52.1,27.0,0,26.30000000000001,36.10000000000002
2602,L49782,L,,41.5,29.0,0,26.399999999999977,36.19999999999999
2603,M17463,M,1334.0,46.3,,0,26.30000000000001,36.19999999999999
